id,account,value,currecny,tag,time
9002,DU2795887,1013001.8089,BASE,CashBalance,2020-12-28 09:15:31.730106
9002,DU2795887,1013001.8089,BASE,TotalCashBalance,2020-12-28 09:15:31.763285
9002,DU2795887,1012942.0265,BASE,NetLiquidationByCurrency,2020-12-28 09:15:31.792820
9002,DU2795887,1012998.397,BASE,CashBalance,2020-12-28 09:15:33.970374
9002,DU2795887,1012998.397,BASE,TotalCashBalance,2020-12-28 09:15:34.000719
9002,DU2795887,1012938.6148,BASE,NetLiquidationByCurrency,2020-12-28 09:15:34.037846
9002,DU2795887,1013011.4867,BASE,CashBalance,2020-12-28 09:15:48.739772
9002,DU2795887,1013011.4867,BASE,TotalCashBalance,2020-12-28 09:15:48.771709
9002,DU2795887,1012951.702,BASE,NetLiquidationByCurrency,2020-12-28 09:15:48.786727
9002,DU2795887,1013116.7537,BASE,CashBalance,2020-12-28 09:17:25.668025
9002,DU2795887,1013116.7537,BASE,TotalCashBalance,2020-12-28 09:17:25.700087
9002,DU2795887,1013056.949,BASE,NetLiquidationByCurrency,2020-12-28 09:17:25.732080
9002,DU2795887,1013033.5333,BASE,CashBalance,2020-12-28 09:20:40.692789
9002,DU2795887,1013033.5333,BASE,TotalCashBalance,2020-12-28 09:20:40.725264
9002,DU2795887,1012973.743,BASE,NetLiquidationByCurrency,2020-12-28 09:20:40.754789
9002,DU2795887,1013080.0695,BASE,CashBalance,2020-12-28 09:23:40.681678
9002,DU2795887,1013080.0695,BASE,TotalCashBalance,2020-12-28 09:23:40.712731
9002,DU2795887,1013020.2711,BASE,NetLiquidationByCurrency,2020-12-28 09:23:40.728727
9002,DU2795887,1013087.1306,BASE,CashBalance,2020-12-28 09:26:40.689726
9002,DU2795887,1013087.1306,BASE,TotalCashBalance,2020-12-28 09:26:40.721961
9002,DU2795887,1013027.331,BASE,NetLiquidationByCurrency,2020-12-28 09:26:40.751804
9002,DU2795887,1013078.6572,BASE,CashBalance,2020-12-28 09:29:41.187389
9002,DU2795887,1013078.6572,BASE,TotalCashBalance,2020-12-28 09:29:41.219407
9002,DU2795887,1013018.8591,BASE,NetLiquidationByCurrency,2020-12-28 09:29:41.268995
9002,DU2795887,1013128.8427,BASE,CashBalance,2020-12-28 09:32:39.122117
9002,DU2795887,1013128.8427,BASE,TotalCashBalance,2020-12-28 09:32:39.153604
9002,DU2795887,1013069.0356,BASE,NetLiquidationByCurrency,2020-12-28 09:32:39.184020
9002,DU2795887,1013115.753,BASE,CashBalance,2020-12-28 09:35:41.142390
9002,DU2795887,1013115.753,BASE,TotalCashBalance,2020-12-28 09:35:41.157251
9002,DU2795887,1013055.9484,BASE,NetLiquidationByCurrency,2020-12-28 09:35:41.188564
9002,DU2795887,1013241.55,BASE,CashBalance,2020-12-28 09:38:27.278640
9002,DU2795887,1013241.55,BASE,TotalCashBalance,2020-12-28 09:38:27.294789
9002,DU2795887,1013181.7213,BASE,NetLiquidationByCurrency,2020-12-28 09:38:27.309714
9002,DU2795887,1013216.1636,BASE,CashBalance,2020-12-28 09:38:41.170664
9002,DU2795887,1013216.1636,BASE,TotalCashBalance,2020-12-28 09:38:41.201623
9002,DU2795887,1013156.3393,BASE,NetLiquidationByCurrency,2020-12-28 09:38:41.233606
9002,DU2795887,1013105.4914,BASE,CashBalance,2020-12-28 09:39:54.440536
9002,DU2795887,1013105.4914,BASE,TotalCashBalance,2020-12-28 09:39:54.470577
