id,account,value,currecny,tag,time
9002,DU2795887,1012410.6563,BASE,CashBalance,2020-12-24 09:19:34.797486
9002,DU2795887,1012410.6563,BASE,TotalCashBalance,2020-12-24 09:19:34.860391
9002,DU2795887,1012350.9723,BASE,NetLiquidationByCurrency,2020-12-24 09:19:34.891451
9002,DU2795887,1012428.1806,BASE,CashBalance,2020-12-24 09:19:36.529435
9002,DU2795887,1012428.1806,BASE,TotalCashBalance,2020-12-24 09:19:36.563776
9002,DU2795887,1012368.4935,BASE,NetLiquidationByCurrency,2020-12-24 09:19:36.575994
9002,DU2795887,1012452.3297,BASE,CashBalance,2020-12-24 09:19:51.435888
9002,DU2795887,1012452.3297,BASE,TotalCashBalance,2020-12-24 09:19:51.465850
9002,DU2795887,1012392.6389,BASE,NetLiquidationByCurrency,2020-12-24 09:19:51.496862
9002,DU2795887,1012429.7931,BASE,CashBalance,2020-12-24 09:22:53.854071
9002,DU2795887,1012429.7931,BASE,TotalCashBalance,2020-12-24 09:22:53.886206
9002,DU2795887,1012370.1058,BASE,NetLiquidationByCurrency,2020-12-24 09:22:53.902271
9002,DU2795887,1012447.4922,BASE,CashBalance,2020-12-24 09:23:18.778247
9002,DU2795887,1012447.4922,BASE,TotalCashBalance,2020-12-24 09:23:18.808359
9002,DU2795887,1012387.8022,BASE,NetLiquidationByCurrency,2020-12-24 09:23:18.840086
9002,DU2795887,1012368.595,BASE,CashBalance,2020-12-24 09:26:16.367461
9002,DU2795887,1012368.595,BASE,TotalCashBalance,2020-12-24 09:26:16.398408
9002,DU2795887,1012308.917,BASE,NetLiquidationByCurrency,2020-12-24 09:26:16.429380
9002,DU2795887,1012344.446,BASE,CashBalance,2020-12-24 09:29:16.374367
9002,DU2795887,1012344.446,BASE,TotalCashBalance,2020-12-24 09:29:16.406379
9002,DU2795887,1012284.7716,BASE,NetLiquidationByCurrency,2020-12-24 09:29:16.422347
9002,DU2795887,1012329.9719,BASE,CashBalance,2020-12-24 09:32:16.317394
9002,DU2795887,1012329.9719,BASE,TotalCashBalance,2020-12-24 09:32:16.348310
9002,DU2795887,1012270.2997,BASE,NetLiquidationByCurrency,2020-12-24 09:32:16.379304
9002,DU2795887,1012358.9584,BASE,CashBalance,2020-12-24 09:35:16.360812
9002,DU2795887,1012358.9584,BASE,TotalCashBalance,2020-12-24 09:35:16.390703
9002,DU2795887,1012299.2818,BASE,NetLiquidationByCurrency,2020-12-24 09:35:16.406875
9002,DU2795887,1012320.2969,BASE,CashBalance,2020-12-24 09:38:16.322670
9002,DU2795887,1012320.2969,BASE,TotalCashBalance,2020-12-24 09:38:16.338489
9002,DU2795887,1012260.6262,BASE,NetLiquidationByCurrency,2020-12-24 09:38:16.369535
9002,DU2795887,1012268.287,BASE,CashBalance,2020-12-24 09:41:19.400453
9002,DU2795887,1012268.287,BASE,TotalCashBalance,2020-12-24 09:41:19.432742
9002,DU2795887,1012208.6238,BASE,NetLiquidationByCurrency,2020-12-24 09:41:19.464441
9002,DU2795887,1012184.4903,BASE,CashBalance,2020-12-24 09:41:34.418479
9002,DU2795887,1012184.4903,BASE,TotalCashBalance,2020-12-24 09:41:34.450474
9002,DU2795887,1012124.8391,BASE,NetLiquidationByCurrency,2020-12-24 09:41:34.481557
9002,DU2795887,1012107.216,BASE,CashBalance,2020-12-24 09:42:12.678010
9002,DU2795887,1012107.216,BASE,TotalCashBalance,2020-12-24 09:42:12.709909
9002,DU2795887,1012047.5756,BASE,NetLiquidationByCurrency,2020-12-24 09:42:12.724912
9002,DU2795887,1012049.2938,BASE,CashBalance,2020-12-24 09:42:27.653540
9002,DU2795887,1012049.2938,BASE,TotalCashBalance,2020-12-24 09:42:27.684600
9002,DU2795887,1011989.6612,BASE,NetLiquidationByCurrency,2020-12-24 09:42:27.715368
9002,DU2795887,1011927.8247,BASE,CashBalance,2020-12-24 09:43:59.191374
9002,DU2795887,1011927.8247,BASE,TotalCashBalance,2020-12-24 09:43:59.222260
9002,DU2795887,1011868.2082,BASE,NetLiquidationByCurrency,2020-12-24 09:43:59.253531
9002,DU2795887,1011996.5981,BASE,CashBalance,2020-12-24 09:44:14.158107
9002,DU2795887,1011996.5981,BASE,TotalCashBalance,2020-12-24 09:44:14.187986
9002,DU2795887,1011936.9728,BASE,NetLiquidationByCurrency,2020-12-24 09:44:14.218969
9002,DU2795887,1012120.4671,BASE,CashBalance,2020-12-24 09:46:45.466644
9002,DU2795887,1012120.4671,BASE,TotalCashBalance,2020-12-24 09:46:45.497712
9002,DU2795887,1012060.8257,BASE,NetLiquidationByCurrency,2020-12-24 09:46:45.527671
9002,DU2795887,1012154.8665,BASE,CashBalance,2020-12-24 09:47:00.388407
9002,DU2795887,1012154.8665,BASE,TotalCashBalance,2020-12-24 09:47:00.435216
9002,DU2795887,1012095.2205,BASE,NetLiquidationByCurrency,2020-12-24 09:47:00.465335
