id,account,value,currecny,tag,time
9002,DU2795887,1013847.2599,BASE,CashBalance,2020-12-29 11:04:33.009558
9002,DU2795887,1013847.2599,BASE,TotalCashBalance,2020-12-29 11:04:33.039852
9002,DU2795887,1013732.9534,BASE,NetLiquidationByCurrency,2020-12-29 11:04:33.071797
9002,DU2795887,1013854.9564,BASE,CashBalance,2020-12-29 11:04:35.053928
9002,DU2795887,1013854.9564,BASE,TotalCashBalance,2020-12-29 11:04:35.081307
9002,DU2795887,1013740.6462,BASE,NetLiquidationByCurrency,2020-12-29 11:04:35.112921
9002,DU2795887,1013875.9186,BASE,CashBalance,2020-12-29 11:04:50.024026
9002,DU2795887,1013875.9186,BASE,TotalCashBalance,2020-12-29 11:04:50.055789
9002,DU2795887,1013761.6009,BASE,NetLiquidationByCurrency,2020-12-29 11:04:50.087899
9002,DU2795887,1013833.9942,BASE,CashBalance,2020-12-29 11:07:49.980585
9002,DU2795887,1013833.9942,BASE,TotalCashBalance,2020-12-29 11:07:50.010901
9002,DU2795887,1013719.6915,BASE,NetLiquidationByCurrency,2020-12-29 11:07:50.041795
9002,DU2795887,1013965.0157,BASE,CashBalance,2020-12-29 11:10:52.661160
9002,DU2795887,1013965.0157,BASE,TotalCashBalance,2020-12-29 11:10:52.693172
9002,DU2795887,1013850.6663,BASE,NetLiquidationByCurrency,2020-12-29 11:10:52.725136
9002,DU2795887,1013982.5658,BASE,CashBalance,2020-12-29 11:11:24.440360
9002,DU2795887,1013982.5658,BASE,TotalCashBalance,2020-12-29 11:11:24.471262
9002,DU2795887,1013868.2094,BASE,NetLiquidationByCurrency,2020-12-29 11:11:24.487287
9002,DU2795887,1013985.3903,BASE,CashBalance,2020-12-29 11:11:39.406672
9002,DU2795887,1013985.3903,BASE,TotalCashBalance,2020-12-29 11:11:39.437663
9002,DU2795887,1013871.0329,BASE,NetLiquidationByCurrency,2020-12-29 11:11:39.469674
9002,DU2795887,1013916.2921,BASE,CashBalance,2020-12-29 11:14:39.439430
9002,DU2795887,1013916.2921,BASE,TotalCashBalance,2020-12-29 11:14:39.470332
9002,DU2795887,1013801.9576,BASE,NetLiquidationByCurrency,2020-12-29 11:14:39.502419
9002,DU2795887,1013888.0812,BASE,CashBalance,2020-12-29 11:17:39.381600
9002,DU2795887,1013888.0812,BASE,TotalCashBalance,2020-12-29 11:17:39.396471
9002,DU2795887,1013773.7561,BASE,NetLiquidationByCurrency,2020-12-29 11:17:39.427471
9002,DU2795887,1013840.7581,BASE,CashBalance,2020-12-29 11:18:58.836292
9002,DU2795887,1013840.7581,BASE,TotalCashBalance,2020-12-29 11:18:58.868220
9002,DU2795887,1013726.4479,BASE,NetLiquidationByCurrency,2020-12-29 11:18:58.900297
9002,DU2795887,1013842.2705,BASE,CashBalance,2020-12-29 11:19:13.784742
9002,DU2795887,1013842.2705,BASE,TotalCashBalance,2020-12-29 11:19:13.815804
