id,account,value,currecny,tag,time
9002,DU2795887,1011101.9324,BASE,CashBalance,2020-12-22 22:11:42.456326
9002,DU2795887,1011101.9324,BASE,TotalCashBalance,2020-12-22 22:11:42.489177
9002,DU2795887,1011042.4645,BASE,NetLiquidationByCurrency,2020-12-22 22:11:42.512781
9002,DU2795887,1011081.7228,BASE,CashBalance,2020-12-22 22:11:44.550019
9002,DU2795887,1011081.7228,BASE,TotalCashBalance,2020-12-22 22:11:44.566246
9002,DU2795887,1011022.2599,BASE,NetLiquidationByCurrency,2020-12-22 22:11:44.596127
9002,DU2795887,1011076.613,BASE,CashBalance,2020-12-22 22:12:02.948629
9002,DU2795887,1011076.613,BASE,TotalCashBalance,2020-12-22 22:12:02.949209
9002,DU2795887,1011017.1507,BASE,NetLiquidationByCurrency,2020-12-22 22:12:02.949832
9002,DU2795887,1011068.8302,BASE,CashBalance,2020-12-22 22:12:17.912891
9002,DU2795887,1011068.8302,BASE,TotalCashBalance,2020-12-22 22:12:17.944418
9002,DU2795887,1011009.3697,BASE,NetLiquidationByCurrency,2020-12-22 22:12:17.979546
9002,DU2795887,1011102.1318,BASE,CashBalance,2020-12-22 22:15:17.885057
9002,DU2795887,1011102.1318,BASE,TotalCashBalance,2020-12-22 22:15:17.907103
9002,DU2795887,1011042.664,BASE,NetLiquidationByCurrency,2020-12-22 22:15:17.915525
9002,DU2795887,1011108.8027,BASE,CashBalance,2020-12-22 22:18:18.137311
9002,DU2795887,1011108.8027,BASE,TotalCashBalance,2020-12-22 22:18:18.137624
9002,DU2795887,1011049.3334,BASE,NetLiquidationByCurrency,2020-12-22 22:18:18.138221
9002,DU2795887,1011125.4535,BASE,CashBalance,2020-12-22 22:21:17.927396
9002,DU2795887,1011125.4535,BASE,TotalCashBalance,2020-12-22 22:21:17.927745
9002,DU2795887,1011065.9805,BASE,NetLiquidationByCurrency,2020-12-22 22:21:17.958905
9002,DU2795887,1011135.4599,BASE,CashBalance,2020-12-22 22:24:06.848061
9002,DU2795887,1011135.4599,BASE,TotalCashBalance,2020-12-22 22:24:06.869247
9002,DU2795887,1011075.9847,BASE,NetLiquidationByCurrency,2020-12-22 22:24:06.878831
9002,DU2795887,1011136.5452,BASE,CashBalance,2020-12-22 22:27:05.029729
9002,DU2795887,1011136.5452,BASE,TotalCashBalance,2020-12-22 22:27:05.046067
9002,DU2795887,1011077.0698,BASE,NetLiquidationByCurrency,2020-12-22 22:27:05.077291
9002,DU2795887,1011147.6634,BASE,CashBalance,2020-12-22 22:30:06.427783
9002,DU2795887,1011147.6634,BASE,TotalCashBalance,2020-12-22 22:30:06.457366
9002,DU2795887,1011088.1855,BASE,NetLiquidationByCurrency,2020-12-22 22:30:06.488012
9002,DU2795887,1011173.2048,BASE,CashBalance,2020-12-22 22:31:14.740324
9002,DU2795887,1011173.2048,BASE,TotalCashBalance,2020-12-22 22:31:14.740517
9002,DU2795887,1011113.7208,BASE,NetLiquidationByCurrency,2020-12-22 22:31:14.786449
9002,DU2795887,1011168.3858,BASE,CashBalance,2020-12-22 22:31:29.702325
9002,DU2795887,1011168.3858,BASE,TotalCashBalance,2020-12-22 22:31:29.738015
9002,DU2795887,1011108.9028,BASE,NetLiquidationByCurrency,2020-12-22 22:31:29.761495
9002,DU2795887,1011109.0578,BASE,CashBalance,2020-12-22 22:34:30.822557
9002,DU2795887,1011109.0578,BASE,TotalCashBalance,2020-12-22 22:34:30.826591
9002,DU2795887,1011049.5868,BASE,NetLiquidationByCurrency,2020-12-22 22:34:30.837061
